call_id,date,month,month_name,hour,agent_id,agent_name,channel,duration_minutes,wait_time_minutes,resolved,customer_satisfaction
230,2025-01-02,2025-01-01,January 2025,16,102,Bob Smith,Phone,15.24,3.93,True,4
231,2025-01-02,2025-01-01,January 2025,13,106,Frank Miller,Email,17.93,0.92,True,3
232,2025-01-02,2025-01-01,January 2025,12,106,Frank Miller,Chat,16.32,6.76,True,4
233,2025-01-02,2025-01-01,January 2025,14,102,Bob Smith,Email,1.64,0.53,True,2
234,2025-01-02,2025-01-01,January 2025,11,101,Alice Johnson,Phone,21.08,5.63,False,2
235,2025-01-02,2025-01-01,January 2025,9,101,Alice Johnson,Chat,17.65,0.0,False,1
236,2025-01-02,2025-01-01,January 2025,8,101,Alice Johnson,Phone,15.74,2.24,False,1
237,2025-01-02,2025-01-01,January 2025,8,104,David Brown,WhatsApp,9.68,1.65,True,4
238,2025-01-02,2025-01-01,January 2025,10,104,David Brown,Email,20.3,4.19,True,5
239,2025-01-02,2025-01-01,January 2025,12,102,Bob Smith,Chat,10.9,3.69,False,1
240,2025-01-02,2025-01-01,January 2025,16,104,David Brown,WhatsApp,14.7,0.95,False,3
241,2025-01-02,2025-01-01,January 2025,15,104,David Brown,Email,21.14,10.39,True,5
242,2025-01-02,2025-01-01,January 2025,10,106,Frank Miller,Chat,8.5,3.16,True,2
243,2025-01-02,2025-01-01,January 2025,19,101,Alice Johnson,Phone,15.42,4.27,True,3
244,2025-01-02,2025-01-01,January 2025,12,103,Carol White,Phone,10.36,6.7,False,2
245,2025-01-02,2025-01-01,January 2025,14,104,David Brown,Phone,14.04,2.22,True,4
246,2025-01-02,2025-01-01,January 2025,12,103,Carol White,Phone,12.36,3.4,True,5
247,2025-01-02,2025-01-01,January 2025,9,101,Alice Johnson,Phone,19.61,0.44,True,4
248,2025-01-02,2025-01-01,January 2025,19,101,Alice Johnson,WhatsApp,15.21,3.89,True,4
249,2025-01-02,2025-01-01,January 2025,13,105,Emma Davis,Email,16.93,1.5,False,2
250,2025-01-02,2025-01-01,January 2025,15,104,David Brown,Phone,11.52,1.2,True,5
251,2025-01-02,2025-01-01,January 2025,19,106,Frank Miller,WhatsApp,16.52,0.05,True,1
252,2025-01-02,2025-01-01,January 2025,15,101,Alice Johnson,Phone,12.12,0.55,True,3
253,2025-01-02,2025-01-01,January 2025,14,101,Alice Johnson,WhatsApp,18.48,1.79,True,2
254,2025-01-02,2025-01-01,January 2025,17,101,Alice Johnson,Chat,8.2,1.77,True,2
255,2025-01-02,2025-01-01,January 2025,16,106,Frank Miller,Email,16.76,0.17,True,2
256,2025-01-02,2025-01-01,January 2025,14,106,Frank Miller,Phone,25.41,5.14,False,2
257,2025-01-02,2025-01-01,January 2025,15,104,David Brown,Chat,14.07,7.42,True,5
258,2025-01-02,2025-01-01,January 2025,8,101,Alice Johnson,Phone,24.95,1.22,True,3
259,2025-01-02,2025-01-01,January 2025,16,102,Bob Smith,WhatsApp,17.77,2.22,True,1
260,2025-01-02,2025-01-01,January 2025,19,101,Alice Johnson,Phone,23.53,0.39,True,5
261,2025-01-02,2025-01-01,January 2025,17,102,Bob Smith,Phone,14.84,1.52,False,3
262,2025-01-02,2025-01-01,January 2025,11,104,David Brown,Phone,12.77,0.04,False,1
263,2025-01-02,2025-01-01,January 2025,14,101,Alice Johnson,Chat,15.46,3.68,True,1
264,2025-01-02,2025-01-01,January 2025,14,102,Bob Smith,WhatsApp,20.68,2.64,True,1
265,2025-01-02,2025-01-01,January 2025,11,102,Bob Smith,Phone,14.71,0.82,True,2
266,2025-01-02,2025-01-01,January 2025,9,101,Alice Johnson,Phone,9.63,0.06,True,1
267,2025-01-02,2025-01-01,January 2025,14,101,Alice Johnson,Phone,14.02,0.31,False,1
268,2025-01-02,2025-01-01,January 2025,9,102,Bob Smith,Email,7.02,2.84,True,2
269,2025-01-02,2025-01-01,January 2025,12,102,Bob Smith,WhatsApp,2.82,2.93,True,2
270,2025-01-02,2025-01-01,January 2025,15,102,Bob Smith,Chat,20.61,1.03,True,1
271,2025-01-02,2025-01-01,January 2025,16,101,Alice Johnson,WhatsApp,7.24,0.35,True,3
272,2025-01-02,2025-01-01,January 2025,17,103,Carol White,Phone,23.49,1.92,True,5
273,2025-01-02,2025-01-01,January 2025,10,103,Carol White,Phone,15.49,0.95,False,3
274,2025-01-02,2025-01-01,January 2025,13,103,Carol White,Chat,5.05,3.34,True,4
275,2025-01-02,2025-01-01,January 2025,13,103,Carol White,WhatsApp,17.95,1.21,True,4
276,2025-01-02,2025-01-01,January 2025,13,103,Carol White,Email,14.55,1.8,True,4
277,2025-01-02,2025-01-01,January 2025,14,103,Carol White,Email,10.37,0.25,True,2
278,2025-01-02,2025-01-01,January 2025,13,106,Frank Miller,Email,19.83,4.36,False,2
279,2025-01-02,2025-01-01,January 2025,16,104,David Brown,Chat,15.48,2.88,False,1
280,2025-01-02,2025-01-01,January 2025,19,103,Carol White,Phone,12.23,1.89,True,2
281,2025-01-02,2025-01-01,January 2025,13,101,Alice Johnson,WhatsApp,18.72,2.78,True,1
282,2025-01-02,2025-01-01,January 2025,8,103,Carol White,WhatsApp,19.84,5.0,False,3
283,2025-01-02,2025-01-01,January 2025,18,101,Alice Johnson,Email,12.92,1.36,False,2
284,2025-01-02,2025-01-01,January 2025,12,106,Frank Miller,Chat,16.4,0.26,True,3
285,2025-01-02,2025-01-01,January 2025,15,103,Carol White,Phone,22.58,1.78,True,4
286,2025-01-02,2025-01-01,January 2025,10,101,Alice Johnson,Phone,13.84,12.88,True,2
287,2025-01-02,2025-01-01,January 2025,13,104,David Brown,Phone,5.25,14.58,True,4
288,2025-01-02,2025-01-01,January 2025,16,102,Bob Smith,Phone,11.9,1.14,False,1
289,2025-01-02,2025-01-01,January 2025,11,104,David Brown,Email,14.07,2.2,True,3
290,2025-01-02,2025-01-01,January 2025,18,103,Carol White,Phone,22.29,2.83,True,5
291,2025-01-02,2025-01-01,January 2025,14,103,Carol White,Phone,15.47,0.96,True,1
